id,Source_Name,Source_Type,Region,Primary_URL,Description,Leaders_CSV,Library_CSV,Algorithm_CSV,Threats_CSV,Timeline_CSV,Compliance_CSV,Migrate_CSV,Last_Verified_Date,primary_url_quality
openssf,Open Source Security Foundation,Open Source Project,Global,https://openssf.org/,"OpenSSF SLSA / Sigstore / Scorecard for supply-chain integrity, hosted under Linux Foundation.",No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
openssh,OpenSSH,Open Source Project,Global,https://www.openssh.com/,Authoritative SSH implementation; first major SSH stack to ship PQC defaults (mlkem768x25519-sha256 in OpenSSH 10.0).,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
openssl-project,OpenSSL Project,Open Source Project,Global,https://www.openssl.org/,Authoritative TLS/crypto library; OpenSSL 3.5+ ships native ML-KEM / ML-DSA implementations.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
pci-ssc,PCI Security Standards Council,Industry Consortium,Global,https://www.pcisecuritystandards.org/,"PCI DSS (data security), PCI PIN Security, P2PE — covers all merchant + acquirer card-handling cryptography.",No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
us-doe-ed,US Department of Education,Government,Americas,https://www.ed.gov/,Sector-specific guidance for higher-ed cybersecurity + Title IV FERPA-related data protection.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
wco,World Customs Organization,International Organization,Global,https://www.wcoomd.org/,WCO SAFE Framework — customs / supply-chain security standards and AEO authorization.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
unece,United Nations Economic Commission for Europe,Government,Global,https://unece.org/transport/vehicle-regulations,UN-ECE WP.29 — vehicle cybersecurity regulations R155 and R156.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
nrc,US Nuclear Regulatory Commission,Government,Americas,https://www.nrc.gov/,10 CFR 73.54 — cybersecurity requirements for nuclear power reactor facilities.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
hhs,US Department of Health and Human Services,Government,Americas,https://www.hhs.gov/hipaa/,HIPAA Security Rule (45 CFR Part 164 Subpart C) — protected health information safeguards.,No,No,No,Yes,No,No,No,2026-05-21,url_needs_review
dst-india,India DST National Quantum Mission,Government,APAC,https://dst.gov.in/,India Department of Science & Technology / National Quantum Mission quantum-safe roadmap,No,No,No,No,Yes,No,No,2026-06-26,url_authoritative
apra,APRA — Australian Prudential Regulation Authority,Government,APAC,https://www.apra.gov.au/,APRA CPS 234,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
oaic,OAIC — Office of the Australian Information Commissioner,Government,APAC,https://www.oaic.gov.au/,Australian Privacy Act (APPs),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
austrac,AUSTRAC — Australian Transaction Reports and Analysis Centre,Government,APAC,https://www.austrac.gov.au/,AUSTRAC AML/CTF Act,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
osfi,OSFI — Office of the Superintendent of Financial Institutions (Canada),Government,Americas,https://www.osfi-bsif.gc.ca/,OSFI Guideline B-13 — Operational Risk and Resilience (Crypto Controls),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
uk-dsit,"UK DSIT — Department for Science, Innovation and Technology",Government,EMEA,https://www.gov.uk/,UK DSIT CNI PQC Transition Perspectives,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
acpr-france,ACPR — Autorité de contrôle prudentiel et de résolution (France),Government,EMEA,https://acpr.banque-france.fr/,ACPR (French Banking & Insurance Regulator),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
amf-france,AMF — Autorité des marchés financiers (France),Government,EMEA,https://www.amf-france.org/,AMF (French Securities Regulator),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
pra-uk,PRA — Prudential Regulation Authority (Bank of England),Government,EMEA,https://www.bankofengland.co.uk/,PRA Operational Resilience (SS1/21 + cyber),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ico-uk,ICO — UK Information Commissioner's Office,Government,EMEA,https://ico.org.uk/,UK ICO Encryption Guidance (UK GDPR Art. 32),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
nsm-norway,NSM — Nasjonal sikkerhetsmyndighet (Norway),Government,EMEA,https://nsm.no/,NSM Grunnprinsipper for IKT-sikkerhet (Norway),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
msb-sweden,MSB — Myndigheten för samhällsskydd och beredskap (Sweden),Government,EMEA,https://www.msb.se/,MSB Sweden Cyber Resilience Metodstöd,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ncsc-fi,NCSC-FI / Traficom — Finnish Cyber Security Centre,Government,EMEA,https://www.kyberturvallisuuskeskus.fi/,NCSC-FI / Traficom Finland Cyber Security Centre Bulletins,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
anci-chile,ANCI — Agencia Nacional de Ciberseguridad (Chile),Government,Americas,https://www.anci.gob.cl/,Chile ANCI Cybersecurity Standards (Ley 21.663),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
cnbv-mexico,CNBV — Comisión Nacional Bancaria y de Valores (Mexico),Government,Americas,https://www.cnbv.gob.mx/,CNBV Circular Única de Bancos (Mexico),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
onti-argentina,ONTI — Oficina Nacional de Tecnologías de Información (Argentina),Government,Americas,https://www.argentina.gob.ar/,Argentina ONTI Cyber Baseline (Secretaría de Innovación Pública),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
bacen-brazil,BACEN — Banco Central do Brasil,Government,Americas,https://www.bcb.gov.br/,BACEN Resolution 4.893 (Brazil FS Cyber),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
inforeg-za,Information Regulator (South Africa),Government,EMEA,https://inforegulator.org.za/,POPIA,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ndpc-ng,NDPC (Nigeria Data Protection Commission),Government,EMEA,https://ndpc.gov.ng/,NDPR / NDPA 2023,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
odpc-ke,ODPC (Kenya),Government,EMEA,https://www.odpc.go.ke/,Kenya Data Protection Act 2019,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
mcit-eg,DPC (Egypt),Government,EMEA,https://mcit.gov.eg/,Egypt Personal Data Protection Law,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
au-commission,African Union Commission,Government,Global,https://au.int/,African Union Malabo Convention,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
bssn-id,PDP Authority (under KomDigi) + BSSN,Government,APAC,https://www.bssn.go.id/,Indonesia Personal Data Protection Law (UU PDP),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
pdpc-th,PDPC (Thailand) + NCSA + ETDA,Government,APAC,https://www.pdpc.or.th/,Thailand Personal Data Protection Act (PDPA 2019),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
mic-vn,MIC + A05 (Ministry of Public Security),Government,APAC,https://mic.gov.vn/,Vietnam Cybersecurity Law + Decree 13/2023,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
npc-ph,NPC (Philippines) + DICT,Government,APAC,https://www.privacy.gov.ph/,Philippines Data Privacy Act (RA 10173),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ria-ee,RIA (Estonian Information System Authority),Government,EMEA,https://www.ria.ee/,Estonia Cybersecurity Act + RIA PQC Guidance,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ncsc-ie,NCSC-IE (under DECC),Government,EMEA,https://www.ncsc.gov.ie/,Ireland NCSC PQC Guidance + NIS2 Transposition,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ccb-be,CCB (Centre for Cybersecurity Belgium),Government,EMEA,https://ccb.belgium.be/,Belgium NIS2 Transposition + CCB Cybersecurity Strategy,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
asit-at,BMI + A-SIT,Government,EMEA,https://www.a-sit.at/,Austria NIS2 Transposition + A-SIT Guidance,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
nask-pl,Ministry of Digital Affairs + NASK,Government,EMEA,https://www.nask.pl/,Poland Cyber Security Act + NASK PQC Program,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
sic-co,SIC + MinTIC + ColCERT,Government,Americas,https://www.sic.gov.co/,Colombia Habeas Data Law 1581/2012,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
anpd-pe,ANPD (Peru) + PCM-SeGDi,Government,Americas,https://www.gob.pe/,Peru Personal Data Protection Law (Law 29733),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
urcdp-uy,URCDP + AGESIC,Government,Americas,https://www.gub.uy/,Uruguay Personal Data Protection Law (Law 18.331),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
tc26-ru,FSB + TC 26 (Rosstandart),Government,EMEA,https://tc26.ru/,Russia GOST Cryptography (TC 26),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
kvkk-tr,KVK Kurumu + BTK + TÜBİTAK BİLGEM,Government,EMEA,https://www.kvkk.gov.tr/,"Turkey Personal Data Protection Law (KVKK, Law 6698)",No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
faa,Federal Aviation Administration,Government,Americas,https://www.faa.gov/,FAA AC 119-1: Aircraft Network Security Program,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
ccra,"Common Criteria Recognition Arrangement (CCRA) members including ASD, CSE, ANSSI, BSI, IPA, NCCSA, GCSB, NSRI, MAP/CCN, FMV, NCSC, NSA/NIST",Government,APAC,https://www.commoncriteriaportal.org/,Common Criteria for Information Technology Security Evaluation (CC v3.1),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
oscca-cn,State Cryptography Administration (OSCCA),Government,APAC,http://www.oscca.gov.cn/,China State Cryptography Administration Regulations,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
fca,Financial Conduct Authority,Government,EMEA,https://www.fca.org.uk/,FCA Operational Resilience Requirements,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
occ,Office of the Comptroller of the Currency (OCC),Government,Americas,https://www.occ.gov/,OCC Bulletin 2024-23: Cybersecurity Risk Management Related to Post-Quantum Cryptography,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
rbi,Reserve Bank of India,Government,APAC,https://www.rbi.org.in/,RBI Cyber Security Framework in Banks,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
us-white-house,White House/NSC,Government,Americas,https://bidenwhitehouse.archives.gov/,NSM-10,No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
boi-israel,Bank of Israel — Banking Supervision Department,Government,EMEA,https://www.boi.org.il/,BOI Quantum Risk Directive (Directive Letter 202501EN),No,No,No,No,No,Yes,No,2026-06-26,url_authoritative
usenix-security,USENIX Security Symposium,Academic,Americas,https://www.usenix.org/conferences/byname/108,Leading peer-reviewed systems-security conference; publishes practical cryptographic-implementation attack research (e.g. Dual EC DRBG backdoor exploitability),No,Yes,No,No,No,No,No,2026-07-04,url_authoritative
f5-inc,"F5, Inc.",Industry Workgroup,Americas,https://www.f5.com/,"Application delivery / security platform vendor, publishes PQC cipher support for BIG-IP",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
traefik-labs,Traefik Labs,Vendor,EMEA,https://traefik.io/,"Cloud-native reverse proxy vendor, publishes PQC TLS support for Traefik Proxy",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
wolfssl,wolfSSL Inc.,Vendor,Americas,https://www.wolfssl.com/,"Embedded TLS/crypto library vendor, publishes PQC support across wolfSSL/wolfTPM/wolfCrypt",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
zscaler,Zscaler Inc.,Vendor,Americas,https://www.zscaler.com/,"Cloud security / SASE vendor, publishes PQC support for its Zero Trust Exchange platform",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
unassigned,Unassigned (placeholder for unmapped vendor records),Vendor,,https://pqctoday.com,"Unassigned — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
arista-networks-inc,Arista Networks Inc.,Vendor,,https://arista.com,"Arista Networks Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
best-pqc-intelligent-cybersecurity-ltd,Best PQC Intelligent Cybersecurity Ltd.,Vendor,,https://bestpqc.com,"Best PQC Intelligent Cybersecurity Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
blackberry-limited,Blackberry Limited,Vendor,,https://blackberry.com,"Blackberry Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
canonical-ltd,Canonical Ltd.,Vendor,,https://canonical.com,"Canonical Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
check-point-software-technologies-ltd,Check Point Software Technologies Ltd.,Vendor,,https://checkpoint.com,"Check Point Software Technologies Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
citrix-systems-inc,Citrix Systems Inc.,Vendor,,https://citrix.com,"Citrix Systems Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
crypto4a-technologies-inc,Crypto4A Technologies Inc.,Vendor,,https://crypto4a.com,"Crypto4A Technologies Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
f5-inc-2,F5 Inc.,Vendor,,https://f5.com,"F5 Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
fortanix-inc,Fortanix Inc.,Vendor,,https://fortanix.com,"Fortanix Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
futurex-lp,Futurex LP,Vendor,,https://futurex.com,"Futurex LP — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
marvell-technology-inc,Marvell Technology Inc.,Vendor,,https://marvell.com,"Marvell Technology Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
nxp-semiconductors-nv,NXP Semiconductors N.V.,Vendor,,https://nxp.com,"NXP Semiconductors N.V. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
safelogic-inc,SafeLogic Inc.,Vendor,,https://safelogic.com,"SafeLogic Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
samsung-electronics-co,Samsung Electronics Co.,Vendor,,https://samsung.com,"Samsung Electronics Co. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
securosys-sa,Securosys SA,Vendor,,https://securosys.com,"Securosys SA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
senetas-corporation-ltd,Senetas Corporation Ltd.,Vendor,,https://senetas.com,"Senetas Corporation Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
stmicroelectronics-nv,STMicroelectronics N.V.,Vendor,,https://st.com,"STMicroelectronics N.V. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
suse-llc,SUSE LLC,Vendor,,https://suse.com,"SUSE LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
utimaco-is-gmbh,Utimaco IS GmbH,Vendor,,https://utimaco.com,"Utimaco IS GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
wind-river-systems-inc,Wind River Systems Inc.,Vendor,,https://windriver.com,"Wind River Systems Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
yubico-ab,Yubico AB,Vendor,,https://yubico.com,"Yubico AB — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
apache-software-foundation,Apache Software Foundation,Vendor,,https://apache.org,"Apache Software Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
hyperledger-foundation,Hyperledger Foundation,Vendor,,https://hyperledger.org,"Hyperledger Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
eclipse-foundation,Eclipse Foundation,Vendor,,https://eclipse.org,"Eclipse Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
isara-corporation,ISARA Corporation,Vendor,,https://isara.com,"ISARA Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
evolutionq-inc,evolutionQ Inc.,Vendor,,https://evolutionq.com,"evolutionQ Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
sealsq-corp,SEALSQ Corp.,Vendor,,https://sealsq.com,"SEALSQ Corp. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
hashicorp-inc,HashiCorp Inc.,Vendor,,https://hashicorp.com,"HashiCorp Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
venafi-inc,Venafi Inc.,Vendor,,https://venafi.com,"Venafi Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
okta-inc,Okta Inc.,Vendor,,https://okta.com,"Okta Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
gnutls-project,GnuTLS Project,Vendor,,https://gnutls.org,"GnuTLS Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
openbsd-foundation,OpenBSD Foundation,Vendor,,https://openbsdfoundation.org,"OpenBSD Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
internet-security-research-group,Internet Security Research Group,Vendor,,https://www.abetterinternet.org,"Internet Security Research Group — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
internet-systems-consortium,Internet Systems Consortium,Vendor,,https://www.isc.org,"Internet Systems Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
wireguard-project,WireGuard Project,Vendor,,https://wireguard.com,"WireGuard Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
openvpn-inc,OpenVPN Inc.,Vendor,,https://openvpn.net,"OpenVPN Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
botan-project,Botan Project,Vendor,,https://botan.randombit.net,"Botan Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
pycryptodome-team,PyCryptodome Team,Vendor,,https://www.pycryptodome.org/,"PyCryptodome Team — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
libssh-project,libssh Project,Vendor,,https://libssh.org,"libssh Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
cloud-native-computing-foundation,Cloud Native Computing Foundation,Vendor,,https://cncf.io,"Cloud Native Computing Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
payara-foundation,Payara Foundation,Vendor,,https://payara.fish,"Payara Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
mariadb-foundation,MariaDB Foundation,Vendor,,https://mariadb.org,"MariaDB Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
postgresql-global-development-group,PostgreSQL Global Development Group,Vendor,,https://postgresql.org,"PostgreSQL Global Development Group — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
redis-community,Redis Community,Vendor,,https://redis.io,"Redis Community — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
inria-hqc-consortium,INRIA / HQC Consortium,Vendor,,https://pqc-hqc.org,"INRIA / HQC Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
ietf-2,IETF,Vendor,,https://ietf.org,"IETF — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_authoritative
testsslsh-project,testssl.sh Project,Vendor,,https://testssl.sh,"testssl.sh Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
cosmian-sas,Cosmian SAS,Vendor,,https://cosmian.com,"Cosmian SAS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
veracode-inc,Veracode Inc.,Vendor,,https://veracode.com,"Veracode Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
ethereum-foundation,Ethereum Foundation,Vendor,,https://ethereum.foundation,"Ethereum Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
solana-foundation,Solana Foundation,Vendor,,https://solana.org,"Solana Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
cardano-foundation,Cardano Foundation,Vendor,,https://cardanofoundation.org,"Cardano Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
iota-foundation,IOTA Foundation,Vendor,,https://iota.org,"IOTA Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
web3-foundation,Web3 Foundation,Vendor,,https://web3.foundation,"Web3 Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
interchain-foundation,Interchain Foundation,Vendor,,https://interchain.io,"Interchain Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
aptos-foundation,Aptos Foundation,Vendor,,https://aptosfoundation.org,"Aptos Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
ava-labs-avalanche-foundation,Ava Labs / Avalanche Foundation,Vendor,,https://avax.network,"Ava Labs / Avalanche Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
sui-foundation,Sui Foundation,Vendor,,https://sui.io,"Sui Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
qrl-foundation,QRL Foundation,Vendor,,https://theqrl.org,"QRL Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
r3-ltd,R3 Ltd.,Vendor,,https://r3.com,"R3 Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
bitgo-inc,BitGo Inc.,Vendor,,https://bitgo.com,"BitGo Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
anchorage-digital-bank,Anchorage Digital Bank,Vendor,,https://anchorage.com,"Anchorage Digital Bank — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
fireblocks-inc,Fireblocks Inc.,Vendor,,https://fireblocks.com,"Fireblocks Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
coinbase-inc,Coinbase Inc.,Vendor,,https://coinbase.com,"Coinbase Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
hex-trust-ltd,Hex Trust Ltd.,Vendor,,https://hextrust.com,"Hex Trust Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
taurus-sa,Taurus SA,Vendor,,https://taurushq.com,"Taurus SA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
komainu-ltd,Komainu Ltd.,Vendor,,https://komainu.com,"Komainu Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
copper-technologies-ltd,Copper Technologies Ltd.,Vendor,,https://copper.co,"Copper Technologies Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
dfns-sas,DFNS SAS,Vendor,,https://www.dfns.co,"DFNS SAS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
zodia-custody-ltd,Zodia Custody Ltd.,Vendor,,https://zodiacustody.com,"Zodia Custody Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
ripple-labs-inc,Ripple Labs Inc.,Vendor,,https://ripple.com,"Ripple Labs Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
ledger-sas,Ledger SAS,Vendor,,https://ledger.com,"Ledger SAS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
1password-inc,1Password Inc.,Vendor,,https://1password.com,"1Password Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
bitwarden-inc,Bitwarden Inc.,Vendor,,https://bitwarden.com,"Bitwarden Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
telegram-fz-llc,Telegram FZ-LLC,Vendor,,https://telegram.org,"Telegram FZ-LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
meta-platforms-inc,Meta Platforms Inc.,Vendor,,https://meta.com,"Meta Platforms Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
mullvad-vpn-ab,Mullvad VPN AB,Vendor,,https://mullvad.net,"Mullvad VPN AB — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
kape-technologies-expressvpn,Kape Technologies / ExpressVPN,Vendor,,https://expressvpn.com,"Kape Technologies / ExpressVPN — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,2026-07-07,url_needs_review
